sku,product_name,selling_price,selling_date,quantity,discount_amount,total,net
4,Tamasha Dread,324.8,28/09/2024,19,123.42,6171.2,6047.78
28,MAYBELLINE BABY LIPS STRIKE A ROSE (ELECTRO),290.0,18/09/2024,15,87.0,4350.0,4263.0
19,MAYBELLINE FIT ME CONCEALER 05 IVORY,928.0,13/09/2024,10,0.0,9280.0,9280.0
7,Bamsi Hair fertilizer,58.0,11/09/2024,20,0.0,1160.0,1160.0
18,MAYBELLINE FIT ME POWDER 340 CAPPUCCINO ,1082.28,01/09/2024,23,497.85,24892.44,24394.59
20,MAYBELLINE FIT ME CONCEALER 30 CAFE,928.0,02/09/2024,3,0.0,2784.0,2784.0
13,Movit Curl Gel,220.4,04/09/2024,1,4.41,220.4,215.99
38,L'Oreal Paris Age Perfect Night Cream 50Ml,1199.44,05/09/2024,9,215.9,10794.96,10579.06
17,MAYBELLINE FIT ME POWDER 330 TOFFEE ,1082.28,10/09/2024,15,0.0,16234.2,16234.2
35,Garnier ven & matte soft smoothing 125 ml,392.08,29/09/2024,4,0.0,1568.32,1568.32
6,Baby Love Anti-dandruffs,301.6,28/09/2024,1,0.0,301.6,301.6
6,Baby Love Anti-dandruffs,301.6,15/09/2024,21,126.67,6333.6,6206.93
32,Garnier Micellar Cleansing Water 400 Ml,2262.0,06/09/2024,19,0.0,42978.0,42978.0
31,Garnier Even & Matte Soft Smoothing Toner 125 Ml,1218.0,02/09/2024,7,0.0,8526.0,8526.0
10,Amara body lotion men,232.0,15/09/2024,12,0.0,2784.0,2784.0
20,MAYBELLINE FIT ME CONCEALER 30 CAFE,928.0,08/09/2024,24,445.44,22272.0,21826.56
23,MAYBELLINE CRAYON KHOL COLOSSAL KAJAL SMOKY,928.0,24/09/2024,11,204.16,10208.0,10003.84
26,MAYBELLINE VOLUME EXPRESS MASCARA BLACK,1160.0,02/09/2024,1,0.0,1160.0,1160.0
4,Tamasha Dread,324.8,24/09/2024,4,0.0,1299.2,1299.2
23,MAYBELLINE CRAYON KHOL COLOSSAL KAJAL SMOKY,928.0,22/09/2024,3,55.68,2784.0,2728.32
36,L'Oreal Paris Age Perfect Day Cream 50Ml,9000.44,20/09/2024,16,2880.14,144007.04,141126.9
30,MAYBELLINE COLOR SENSATIONAL VIVID HOT LACQUER 70 SO HOT,1160.0,20/09/2024,14,324.8,16240.0,15915.2
22,MAYBELLINE MASTER STROBING STICK NU 200 MEDIUM,1160.0,15/09/2024,5,0.0,5800.0,5800.0
35,Garnier ven & matte soft smoothing 125 ml,392.08,10/09/2024,9,70.57,3528.72,3458.15
15,MAYBELLINE DREAM MATTE MOUSSE HAZELNUT,1160.0,21/09/2024,3,69.6,3480.0,3410.4
21,MAYBELLINE MASTER CHROME METAL HIGHLIGHTER,1082.28,11/09/2024,17,0.0,18398.76,18398.76
22,MAYBELLINE MASTER STROBING STICK NU 200 MEDIUM,1160.0,15/09/2024,19,440.8,22040.0,21599.2
1,Angels Avis Long,81.2,27/09/2024,25,40.6,2030.0,1989.4
37,L'Oreal Paris Age Perfect Eye Cream 15Ml,1199.44,12/09/2024,1,0.0,1199.44,1199.44
30,MAYBELLINE COLOR SENSATIONAL VIVID HOT LACQUER 70 SO HOT,1160.0,14/09/2024,18,417.6,20880.0,20462.4
26,MAYBELLINE VOLUME EXPRESS MASCARA BLACK,1160.0,19/09/2024,20,464.0,23200.0,22736.0
31,Garnier Even & Matte Soft Smoothing Toner 125 Ml,1218.0,14/09/2024,9,219.24,10962.0,10742.76
24,MAYBELLINE EYE STUDIO GEL LINER BLACK  BLACK,696.0,25/09/2024,15,0.0,10440.0,10440.0
38,L'Oreal Paris Age Perfect Night Cream 50Ml,1199.44,28/09/2024,14,0.0,16792.16,16792.16
17,MAYBELLINE FIT ME POWDER 330 TOFFEE ,1082.28,04/09/2024,11,0.0,11905.08,11905.08
14,Movit Styling Gel,162.4,25/09/2024,18,0.0,2923.2,2923.2
18,MAYBELLINE FIT ME POWDER 340 CAPPUCCINO ,1082.28,20/09/2024,23,497.85,24892.44,24394.59
14,Movit Styling Gel,162.4,06/09/2024,21,68.21,3410.4,3342.19
1,Angels Avis Long,81.2,14/09/2024,6,0.0,487.2,487.2
36,L'Oreal Paris Age Perfect Day Cream 50Ml,9000.44,03/09/2024,16,2880.14,144007.04,141126.9
24,MAYBELLINE EYE STUDIO GEL LINER BLACK  BLACK,696.0,10/09/2024,11,153.12,7656.0,7502.88
24,MAYBELLINE EYE STUDIO GEL LINER BLACK  BLACK,696.0,23/09/2024,25,0.0,17400.0,17400.0
28,MAYBELLINE BABY LIPS STRIKE A ROSE (ELECTRO),290.0,23/09/2024,5,0.0,1450.0,1450.0
14,Movit Styling Gel,162.4,07/09/2024,4,0.0,649.6,649.6
29,MAYBELLINE COLOR SENSATIONAL VIVID HOT LACQUER 68 SASSY,1160.0,29/09/2024,7,0.0,8120.0,8120.0
16,MAYBELLINE FIT ME MATTE AND PORELESS FOUNDATION,1082.28,19/09/2024,10,0.0,10822.8,10822.8
27,MAYBELLINE BABY LIPS BALM CHERRY ME,290.0,08/09/2024,19,110.2,5510.0,5399.8
4,Tamasha Dread,324.8,10/09/2024,24,155.9,7795.2,7639.3
10,Amara body lotion men,232.0,16/09/2024,18,0.0,4176.0,4176.0
9,Amara body lotion milk,133.4,15/09/2024,6,0.0,800.4,800.4
