sku,product_name,selling_price,selling_date,quantity,discount_amount,total,net
22,MAYBELLINE MASTER STROBING STICK NU 200 MEDIUM,1160.0,14/03/2024,5,116.0,5800.0,5684.0
41,L'Oreal Paris Pure Clay Detox Mask,6903.16,03/03/2024,2,276.13,13806.32,13530.19
18,MAYBELLINE FIT ME POWDER 340 CAPPUCCINO ,1082.28,17/03/2024,18,389.62,19481.04,19091.42
32,Garnier Micellar Cleansing Water 400 Ml,2262.0,28/03/2024,16,0.0,36192.0,36192.0
35,Garnier ven & matte soft smoothing 125 ml,392.08,03/03/2024,11,86.26,4312.88,4226.62
18,MAYBELLINE FIT ME POWDER 340 CAPPUCCINO ,1082.28,06/03/2024,1,0.0,1082.28,1082.28
23,MAYBELLINE CRAYON KHOL COLOSSAL KAJAL SMOKY,928.0,19/03/2024,6,0.0,5568.0,5568.0
33,Garnier oil control complete vanishing cream 40 ml,2400.04,19/03/2024,18,864.01,43200.72,42336.71
1,Angels Avis Long,81.2,17/03/2024,21,34.1,1705.2,1671.1
36,L'Oreal Paris Age Perfect Day Cream 50Ml,9000.44,05/03/2024,9,0.0,81003.96,81003.96
7,Bamsi Hair fertilizer,58.0,05/03/2024,12,0.0,696.0,696.0
34,Garnier Pure Active Intensive Spots,13022.16,03/03/2024,23,0.0,299509.68,299509.68
41,L'Oreal Paris Pure Clay Detox Mask,6903.16,26/03/2024,19,0.0,131160.04,131160.04
7,Bamsi Hair fertilizer,58.0,22/03/2024,13,0.0,754.0,754.0
10,Amara body lotion men,232.0,19/03/2024,18,83.52,4176.0,4092.48
35,Garnier ven & matte soft smoothing 125 ml,392.08,02/03/2024,2,0.0,784.16,784.16
11,Amara body lotion coco butter,232.0,12/03/2024,17,0.0,3944.0,3944.0
31,Garnier Even & Matte Soft Smoothing Toner 125 Ml,1218.0,19/03/2024,7,0.0,8526.0,8526.0
29,MAYBELLINE COLOR SENSATIONAL VIVID HOT LACQUER 68 SASSY,1160.0,08/03/2024,20,0.0,23200.0,23200.0
4,Tamasha Dread,324.8,27/03/2024,2,12.99,649.6,636.61
26,MAYBELLINE VOLUME EXPRESS MASCARA BLACK,1160.0,31/03/2024,2,46.4,2320.0,2273.6
11,Amara body lotion coco butter,232.0,23/03/2024,2,0.0,464.0,464.0
8,Radiant Anti-dandruff,92.8,21/03/2024,3,5.57,278.4,272.83
19,MAYBELLINE FIT ME CONCEALER 05 IVORY,928.0,22/03/2024,23,426.88,21344.0,20917.12
32,Garnier Micellar Cleansing Water 400 Ml,2262.0,12/03/2024,4,0.0,9048.0,9048.0
40,L'Oreal Paris Revitalift Day Cream 50Ml,2800.24,06/03/2024,8,448.04,22401.92,21953.88
16,MAYBELLINE FIT ME MATTE AND PORELESS FOUNDATION,1082.28,13/03/2024,9,194.81,9740.52,9545.71
21,MAYBELLINE MASTER CHROME METAL HIGHLIGHTER,1082.28,07/03/2024,5,0.0,5411.4,5411.4
4,Tamasha Dread,324.8,22/03/2024,14,90.94,4547.2,4456.26
6,Baby Love Anti-dandruffs,301.6,02/03/2024,12,72.38,3619.2,3546.82
2,Darling Fluffy Kinky,406.0,12/03/2024,21,170.52,8526.0,8355.48
37,L'Oreal Paris Age Perfect Eye Cream 15Ml,1199.44,20/03/2024,10,0.0,11994.4,11994.4
31,Garnier Even & Matte Soft Smoothing Toner 125 Ml,1218.0,18/03/2024,24,584.64,29232.0,28647.36
17,MAYBELLINE FIT ME POWDER 330 TOFFEE ,1082.28,10/03/2024,16,346.33,17316.48,16970.15
6,Baby Love Anti-dandruffs,301.6,16/03/2024,22,0.0,6635.2,6635.2
10,Amara body lotion men,232.0,26/03/2024,25,116.0,5800.0,5684.0
6,Baby Love Anti-dandruffs,301.6,09/03/2024,13,0.0,3920.8,3920.8
4,Tamasha Dread,324.8,11/03/2024,3,0.0,974.4,974.4
28,MAYBELLINE BABY LIPS STRIKE A ROSE (ELECTRO),290.0,18/03/2024,2,0.0,580.0,580.0
3,Angels Natural Locs,638.0,08/03/2024,25,319.0,15950.0,15631.0
29,MAYBELLINE COLOR SENSATIONAL VIVID HOT LACQUER 68 SASSY,1160.0,28/03/2024,17,394.4,19720.0,19325.6
22,MAYBELLINE MASTER STROBING STICK NU 200 MEDIUM,1160.0,11/03/2024,5,0.0,5800.0,5800.0
13,Movit Curl Gel,220.4,29/03/2024,14,0.0,3085.6,3085.6
19,MAYBELLINE FIT ME CONCEALER 05 IVORY,928.0,12/03/2024,16,0.0,14848.0,14848.0
29,MAYBELLINE COLOR SENSATIONAL VIVID HOT LACQUER 68 SASSY,1160.0,04/03/2024,11,255.2,12760.0,12504.8
1,Angels Avis Long,81.2,23/03/2024,1,1.62,81.2,79.58
2,Darling Fluffy Kinky,406.0,18/03/2024,14,113.68,5684.0,5570.32
40,L'Oreal Paris Revitalift Day Cream 50Ml,2800.24,11/03/2024,17,0.0,47604.08,47604.08
36,L'Oreal Paris Age Perfect Day Cream 50Ml,9000.44,05/03/2024,18,0.0,162007.92,162007.92
40,L'Oreal Paris Revitalift Day Cream 50Ml,2800.24,30/03/2024,10,0.0,28002.4,28002.4
