sku,product_name,selling_price,selling_date,quantity,discount_amount,total,net
3,Angels Natural Locs,638.0,23/06/2024,22,280.72,14036.0,13755.28
16,MAYBELLINE FIT ME MATTE AND PORELESS FOUNDATION,1082.28,08/06/2024,8,173.16,8658.24,8485.08
30,MAYBELLINE COLOR SENSATIONAL VIVID HOT LACQUER 70 SO HOT,1160.0,04/06/2024,9,0.0,10440.0,10440.0
16,MAYBELLINE FIT ME MATTE AND PORELESS FOUNDATION,1082.28,19/06/2024,6,0.0,6493.68,6493.68
28,MAYBELLINE BABY LIPS STRIKE A ROSE (ELECTRO),290.0,02/06/2024,5,29.0,1450.0,1421.0
31,Garnier Even & Matte Soft Smoothing Toner 125 Ml,1218.0,30/06/2024,10,0.0,12180.0,12180.0
15,MAYBELLINE DREAM MATTE MOUSSE HAZELNUT,1160.0,14/06/2024,20,464.0,23200.0,22736.0
38,L'Oreal Paris Age Perfect Night Cream 50Ml,1199.44,01/06/2024,24,0.0,28786.56,28786.56
4,Tamasha Dread,324.8,13/06/2024,8,0.0,2598.4,2598.4
26,MAYBELLINE VOLUME EXPRESS MASCARA BLACK,1160.0,07/06/2024,21,0.0,24360.0,24360.0
11,Amara body lotion coco butter,232.0,10/06/2024,23,0.0,5336.0,5336.0
26,MAYBELLINE VOLUME EXPRESS MASCARA BLACK,1160.0,20/06/2024,19,0.0,22040.0,22040.0
37,L'Oreal Paris Age Perfect Eye Cream 15Ml,1199.44,11/06/2024,4,95.96,4797.76,4701.8
2,Darling Fluffy Kinky,406.0,12/06/2024,20,0.0,8120.0,8120.0
31,Garnier Even & Matte Soft Smoothing Toner 125 Ml,1218.0,28/06/2024,18,0.0,21924.0,21924.0
23,MAYBELLINE CRAYON KHOL COLOSSAL KAJAL SMOKY,928.0,29/06/2024,6,111.36,5568.0,5456.64
29,MAYBELLINE COLOR SENSATIONAL VIVID HOT LACQUER 68 SASSY,1160.0,30/06/2024,12,278.4,13920.0,13641.6
37,L'Oreal Paris Age Perfect Eye Cream 15Ml,1199.44,27/06/2024,3,0.0,3598.32,3598.32
33,Garnier oil control complete vanishing cream 40 ml,2400.04,29/06/2024,19,0.0,45600.76,45600.76
24,MAYBELLINE EYE STUDIO GEL LINER BLACK  BLACK,696.0,08/06/2024,21,0.0,14616.0,14616.0
22,MAYBELLINE MASTER STROBING STICK NU 200 MEDIUM,1160.0,23/06/2024,1,0.0,1160.0,1160.0
33,Garnier oil control complete vanishing cream 40 ml,2400.04,30/06/2024,24,0.0,57600.96,57600.96
25,MAYBELLINE LASH SENSATIONAL MASCARA,928.0,28/06/2024,21,389.76,19488.0,19098.24
26,MAYBELLINE VOLUME EXPRESS MASCARA BLACK,1160.0,23/06/2024,3,0.0,3480.0,3480.0
26,MAYBELLINE VOLUME EXPRESS MASCARA BLACK,1160.0,15/06/2024,4,0.0,4640.0,4640.0
9,Amara body lotion milk,133.4,06/06/2024,3,8.0,400.2,392.2
36,L'Oreal Paris Age Perfect Day Cream 50Ml,9000.44,02/06/2024,25,4500.22,225011.0,220510.78
32,Garnier Micellar Cleansing Water 400 Ml,2262.0,14/06/2024,21,950.04,47502.0,46551.96
8,Radiant Anti-dandruff,92.8,07/06/2024,7,0.0,649.6,649.6
15,MAYBELLINE DREAM MATTE MOUSSE HAZELNUT,1160.0,15/06/2024,12,278.4,13920.0,13641.6
7,Bamsi Hair fertilizer,58.0,20/06/2024,13,15.08,754.0,738.92
37,L'Oreal Paris Age Perfect Eye Cream 15Ml,1199.44,06/06/2024,11,0.0,13193.84,13193.84
15,MAYBELLINE DREAM MATTE MOUSSE HAZELNUT,1160.0,05/06/2024,6,139.2,6960.0,6820.8
14,Movit Styling Gel,162.4,16/06/2024,2,0.0,324.8,324.8
2,Darling Fluffy Kinky,406.0,16/06/2024,7,0.0,2842.0,2842.0
6,Baby Love Anti-dandruffs,301.6,20/06/2024,14,84.45,4222.4,4137.95
35,Garnier ven & matte soft smoothing 125 ml,392.08,11/06/2024,16,125.47,6273.28,6147.81
23,MAYBELLINE CRAYON KHOL COLOSSAL KAJAL SMOKY,928.0,13/06/2024,25,0.0,23200.0,23200.0
22,MAYBELLINE MASTER STROBING STICK NU 200 MEDIUM,1160.0,11/06/2024,4,0.0,4640.0,4640.0
7,Bamsi Hair fertilizer,58.0,03/06/2024,8,9.28,464.0,454.72
16,MAYBELLINE FIT ME MATTE AND PORELESS FOUNDATION,1082.28,03/06/2024,15,324.68,16234.2,15909.52
10,Amara body lotion men,232.0,11/06/2024,10,46.4,2320.0,2273.6
38,L'Oreal Paris Age Perfect Night Cream 50Ml,1199.44,01/06/2024,17,407.81,20390.48,19982.67
26,MAYBELLINE VOLUME EXPRESS MASCARA BLACK,1160.0,24/06/2024,13,301.6,15080.0,14778.4
32,Garnier Micellar Cleansing Water 400 Ml,2262.0,30/06/2024,20,0.0,45240.0,45240.0
33,Garnier oil control complete vanishing cream 40 ml,2400.04,11/06/2024,17,816.01,40800.68,39984.67
4,Tamasha Dread,324.8,22/06/2024,21,136.42,6820.8,6684.38
41,L'Oreal Paris Pure Clay Detox Mask,6903.16,16/06/2024,14,1932.88,96644.24,94711.36
8,Radiant Anti-dandruff,92.8,09/06/2024,24,44.54,2227.2,2182.66
11,Amara body lotion coco butter,232.0,10/06/2024,11,0.0,2552.0,2552.0
