sku,product_name,selling_price,selling_date,quantity,discount_amount,total,net
27,MAYBELLINE BABY LIPS BALM CHERRY ME,290.0,31/07/2024,8,46.4,2320.0,2273.6
19,MAYBELLINE FIT ME CONCEALER 05 IVORY,928.0,05/07/2024,13,241.28,12064.0,11822.72
10,Amara body lotion men,232.0,20/07/2024,14,64.96,3248.0,3183.04
23,MAYBELLINE CRAYON KHOL COLOSSAL KAJAL SMOKY,928.0,25/07/2024,25,464.0,23200.0,22736.0
8,Radiant Anti-dandruff,92.8,13/07/2024,9,16.7,835.2,818.5
33,Garnier oil control complete vanishing cream 40 ml,2400.04,28/07/2024,24,0.0,57600.96,57600.96
18,MAYBELLINE FIT ME POWDER 340 CAPPUCCINO ,1082.28,04/07/2024,18,389.62,19481.04,19091.42
6,Baby Love Anti-dandruffs,301.6,17/07/2024,4,0.0,1206.4,1206.4
19,MAYBELLINE FIT ME CONCEALER 05 IVORY,928.0,01/07/2024,14,259.84,12992.0,12732.16
38,L'Oreal Paris Age Perfect Night Cream 50Ml,1199.44,12/07/2024,22,0.0,26387.68,26387.68
26,MAYBELLINE VOLUME EXPRESS MASCARA BLACK,1160.0,08/07/2024,1,0.0,1160.0,1160.0
4,Tamasha Dread,324.8,01/07/2024,4,25.98,1299.2,1273.22
34,Garnier Pure Active Intensive Spots,13022.16,28/07/2024,25,0.0,325554.0,325554.0
18,MAYBELLINE FIT ME POWDER 340 CAPPUCCINO ,1082.28,26/07/2024,15,0.0,16234.2,16234.2
17,MAYBELLINE FIT ME POWDER 330 TOFFEE ,1082.28,12/07/2024,18,0.0,19481.04,19481.04
30,MAYBELLINE COLOR SENSATIONAL VIVID HOT LACQUER 70 SO HOT,1160.0,19/07/2024,2,0.0,2320.0,2320.0
2,Darling Fluffy Kinky,406.0,19/07/2024,19,154.28,7714.0,7559.72
6,Baby Love Anti-dandruffs,301.6,21/07/2024,2,0.0,603.2,603.2
29,MAYBELLINE COLOR SENSATIONAL VIVID HOT LACQUER 68 SASSY,1160.0,30/07/2024,4,0.0,4640.0,4640.0
19,MAYBELLINE FIT ME CONCEALER 05 IVORY,928.0,13/07/2024,5,0.0,4640.0,4640.0
24,MAYBELLINE EYE STUDIO GEL LINER BLACK  BLACK,696.0,16/07/2024,20,278.4,13920.0,13641.6
36,L'Oreal Paris Age Perfect Day Cream 50Ml,9000.44,30/07/2024,1,180.01,9000.44,8820.43
18,MAYBELLINE FIT ME POWDER 340 CAPPUCCINO ,1082.28,10/07/2024,22,0.0,23810.16,23810.16
4,Tamasha Dread,324.8,16/07/2024,15,97.44,4872.0,4774.56
11,Amara body lotion coco butter,232.0,09/07/2024,7,32.48,1624.0,1591.52
13,Movit Curl Gel,220.4,10/07/2024,23,0.0,5069.2,5069.2
6,Baby Love Anti-dandruffs,301.6,04/07/2024,5,0.0,1508.0,1508.0
9,Amara body lotion milk,133.4,20/07/2024,22,0.0,2934.8,2934.8
6,Baby Love Anti-dandruffs,301.6,22/07/2024,4,0.0,1206.4,1206.4
17,MAYBELLINE FIT ME POWDER 330 TOFFEE ,1082.28,15/07/2024,9,194.81,9740.52,9545.71
6,Baby Love Anti-dandruffs,301.6,23/07/2024,15,0.0,4524.0,4524.0
23,MAYBELLINE CRAYON KHOL COLOSSAL KAJAL SMOKY,928.0,15/07/2024,16,0.0,14848.0,14848.0
28,MAYBELLINE BABY LIPS STRIKE A ROSE (ELECTRO),290.0,22/07/2024,5,0.0,1450.0,1450.0
37,L'Oreal Paris Age Perfect Eye Cream 15Ml,1199.44,11/07/2024,25,599.72,29986.0,29386.28
8,Radiant Anti-dandruff,92.8,12/07/2024,19,35.26,1763.2,1727.94
41,L'Oreal Paris Pure Clay Detox Mask,6903.16,17/07/2024,4,0.0,27612.64,27612.64
32,Garnier Micellar Cleansing Water 400 Ml,2262.0,27/07/2024,14,633.36,31668.0,31034.64
11,Amara body lotion coco butter,232.0,03/07/2024,21,97.44,4872.0,4774.56
26,MAYBELLINE VOLUME EXPRESS MASCARA BLACK,1160.0,22/07/2024,2,0.0,2320.0,2320.0
41,L'Oreal Paris Pure Clay Detox Mask,6903.16,16/07/2024,6,0.0,41418.96,41418.96
36,L'Oreal Paris Age Perfect Day Cream 50Ml,9000.44,23/07/2024,7,1260.06,63003.08,61743.02
37,L'Oreal Paris Age Perfect Eye Cream 15Ml,1199.44,12/07/2024,19,455.79,22789.36,22333.57
32,Garnier Micellar Cleansing Water 400 Ml,2262.0,17/07/2024,6,0.0,13572.0,13572.0
31,Garnier Even & Matte Soft Smoothing Toner 125 Ml,1218.0,31/07/2024,4,97.44,4872.0,4774.56
41,L'Oreal Paris Pure Clay Detox Mask,6903.16,07/07/2024,24,0.0,165675.84,165675.84
38,L'Oreal Paris Age Perfect Night Cream 50Ml,1199.44,16/07/2024,10,0.0,11994.4,11994.4
26,MAYBELLINE VOLUME EXPRESS MASCARA BLACK,1160.0,05/07/2024,14,324.8,16240.0,15915.2
18,MAYBELLINE FIT ME POWDER 340 CAPPUCCINO ,1082.28,11/07/2024,15,0.0,16234.2,16234.2
27,MAYBELLINE BABY LIPS BALM CHERRY ME,290.0,26/07/2024,1,0.0,290.0,290.0
27,MAYBELLINE BABY LIPS BALM CHERRY ME,290.0,23/07/2024,17,0.0,4930.0,4930.0
