sku,product_name,selling_price,selling_date,quantity,discount_amount,total,net
24,MAYBELLINE EYE STUDIO GEL LINER BLACK  BLACK,696.0,19/05/2024,11,153.12,7656.0,7502.88
11,Amara body lotion coco butter,232.0,10/05/2024,13,60.32,3016.0,2955.68
14,Movit Styling Gel,162.4,18/05/2024,6,0.0,974.4,974.4
36,L'Oreal Paris Age Perfect Day Cream 50Ml,9000.44,12/05/2024,10,0.0,90004.4,90004.4
41,L'Oreal Paris Pure Clay Detox Mask,6903.16,22/05/2024,20,0.0,138063.2,138063.2
29,MAYBELLINE COLOR SENSATIONAL VIVID HOT LACQUER 68 SASSY,1160.0,22/05/2024,8,0.0,9280.0,9280.0
40,L'Oreal Paris Revitalift Day Cream 50Ml,2800.24,28/05/2024,24,0.0,67205.76,67205.76
2,Darling Fluffy Kinky,406.0,13/05/2024,9,73.08,3654.0,3580.92
8,Radiant Anti-dandruff,92.8,17/05/2024,23,0.0,2134.4,2134.4
2,Darling Fluffy Kinky,406.0,05/05/2024,23,186.76,9338.0,9151.24
22,MAYBELLINE MASTER STROBING STICK NU 200 MEDIUM,1160.0,12/05/2024,9,208.8,10440.0,10231.2
30,MAYBELLINE COLOR SENSATIONAL VIVID HOT LACQUER 70 SO HOT,1160.0,15/05/2024,3,0.0,3480.0,3480.0
16,MAYBELLINE FIT ME MATTE AND PORELESS FOUNDATION,1082.28,18/05/2024,14,0.0,15151.92,15151.92
13,Movit Curl Gel,220.4,16/05/2024,12,52.9,2644.8,2591.9
2,Darling Fluffy Kinky,406.0,25/05/2024,11,0.0,4466.0,4466.0
17,MAYBELLINE FIT ME POWDER 330 TOFFEE ,1082.28,16/05/2024,9,0.0,9740.52,9740.52
4,Tamasha Dread,324.8,08/05/2024,15,97.44,4872.0,4774.56
18,MAYBELLINE FIT ME POWDER 340 CAPPUCCINO ,1082.28,08/05/2024,19,0.0,20563.32,20563.32
26,MAYBELLINE VOLUME EXPRESS MASCARA BLACK,1160.0,16/05/2024,21,487.2,24360.0,23872.8
15,MAYBELLINE DREAM MATTE MOUSSE HAZELNUT,1160.0,17/05/2024,3,0.0,3480.0,3480.0
36,L'Oreal Paris Age Perfect Day Cream 50Ml,9000.44,24/05/2024,18,3240.16,162007.92,158767.76
3,Angels Natural Locs,638.0,09/05/2024,12,153.12,7656.0,7502.88
30,MAYBELLINE COLOR SENSATIONAL VIVID HOT LACQUER 70 SO HOT,1160.0,26/05/2024,22,510.4,25520.0,25009.6
18,MAYBELLINE FIT ME POWDER 340 CAPPUCCINO ,1082.28,05/05/2024,15,0.0,16234.2,16234.2
29,MAYBELLINE COLOR SENSATIONAL VIVID HOT LACQUER 68 SASSY,1160.0,31/05/2024,19,440.8,22040.0,21599.2
11,Amara body lotion coco butter,232.0,06/05/2024,8,0.0,1856.0,1856.0
2,Darling Fluffy Kinky,406.0,16/05/2024,6,0.0,2436.0,2436.0
34,Garnier Pure Active Intensive Spots,13022.16,07/05/2024,17,4427.53,221376.72,216949.19
8,Radiant Anti-dandruff,92.8,02/05/2024,13,24.13,1206.4,1182.27
29,MAYBELLINE COLOR SENSATIONAL VIVID HOT LACQUER 68 SASSY,1160.0,22/05/2024,14,0.0,16240.0,16240.0
11,Amara body lotion coco butter,232.0,05/05/2024,2,9.28,464.0,454.72
10,Amara body lotion men,232.0,24/05/2024,8,37.12,1856.0,1818.88
27,MAYBELLINE BABY LIPS BALM CHERRY ME,290.0,29/05/2024,11,0.0,3190.0,3190.0
20,MAYBELLINE FIT ME CONCEALER 30 CAFE,928.0,15/05/2024,13,241.28,12064.0,11822.72
24,MAYBELLINE EYE STUDIO GEL LINER BLACK  BLACK,696.0,29/05/2024,21,0.0,14616.0,14616.0
34,Garnier Pure Active Intensive Spots,13022.16,30/05/2024,22,5729.75,286487.52,280757.77
15,MAYBELLINE DREAM MATTE MOUSSE HAZELNUT,1160.0,14/05/2024,11,255.2,12760.0,12504.8
8,Radiant Anti-dandruff,92.8,22/05/2024,15,27.84,1392.0,1364.16
19,MAYBELLINE FIT ME CONCEALER 05 IVORY,928.0,17/05/2024,4,74.24,3712.0,3637.76
27,MAYBELLINE BABY LIPS BALM CHERRY ME,290.0,01/05/2024,20,0.0,5800.0,5800.0
17,MAYBELLINE FIT ME POWDER 330 TOFFEE ,1082.28,26/05/2024,16,0.0,17316.48,17316.48
24,MAYBELLINE EYE STUDIO GEL LINER BLACK  BLACK,696.0,05/05/2024,10,0.0,6960.0,6960.0
10,Amara body lotion men,232.0,13/05/2024,3,0.0,696.0,696.0
31,Garnier Even & Matte Soft Smoothing Toner 125 Ml,1218.0,14/05/2024,14,0.0,17052.0,17052.0
27,MAYBELLINE BABY LIPS BALM CHERRY ME,290.0,12/05/2024,3,17.4,870.0,852.6
30,MAYBELLINE COLOR SENSATIONAL VIVID HOT LACQUER 70 SO HOT,1160.0,10/05/2024,12,278.4,13920.0,13641.6
32,Garnier Micellar Cleansing Water 400 Ml,2262.0,30/05/2024,18,0.0,40716.0,40716.0
17,MAYBELLINE FIT ME POWDER 330 TOFFEE ,1082.28,07/05/2024,6,0.0,6493.68,6493.68
20,MAYBELLINE FIT ME CONCEALER 30 CAFE,928.0,22/05/2024,15,0.0,13920.0,13920.0
9,Amara body lotion milk,133.4,03/05/2024,2,5.34,266.8,261.46
