sku,product_name,selling_price,selling_date,quantity,discount_amount,total,net
41,L'Oreal Paris Pure Clay Detox Mask,6903.16,1/4/2024,11,1518.7,75934.76,74416.06
23,MAYBELLINE CRAYON KHOL COLOSSAL KAJAL SMOKY,928,1/4/2024,18,334.08,16704,16369.92
1,Angels Avis Long,81.2,2/4/2024,2,3.25,162.4,159.15
2,Darling Fluffy Kinky,406,2/4/2024,16,0,6496,6496
27,MAYBELLINE BABY LIPS BALM CHERRY ME,290,2/4/2024,17,0,4930,4930
3,Angels Natural Locs,638,2/4/2024,14,178.64,8932,8753.36
40,L'Oreal Paris Revitalift Day Cream 50Ml,2800.24,3/4/2024,3,0,8400.72,8400.72
14,Movit Styling Gel,162.4,3/4/2024,9,29.23,1461.6,1432.37
26,MAYBELLINE VOLUME EXPRESS MASCARA BLACK,1160,4/4/2024,7,0,8120,8120
31,Garnier Even & Matte Soft Smoothing Toner 125 Ml,1218,6/4/2024,5,0,6090,6090
38,L'Oreal Paris Age Perfect Night Cream 50Ml,1199.44,7/4/2024,13,311.85,15592.72,15280.87
22,MAYBELLINE MASTER STROBING STICK NU 200 MEDIUM,1160,7/4/2024,23,0,26680,26680
4,Tamasha Dread,324.8,9/4/2024,13,0,4222.4,4222.4
16,MAYBELLINE FIT ME MATTE AND PORELESS FOUNDATION,1082.28,10/4/2024,8,0,8658.24,8658.24
11,Amara body lotion coco butter,232,10/4/2024,11,0,2552,2552
22,MAYBELLINE MASTER STROBING STICK NU 200 MEDIUM,1160,11/4/2024,1,0,1160,1160
4,Tamasha Dread,324.8,12/4/2024,13,0,4222.4,4222.4
25,MAYBELLINE LASH SENSATIONAL MASCARA,928,13/04/2024,3,0,2784,2784
19,MAYBELLINE FIT ME CONCEALER 05 IVORY,928,13/04/2024,16,296.96,14848,14551.04
21,MAYBELLINE MASTER CHROME METAL HIGHLIGHTER,1082.28,13/04/2024,23,497.85,24892.44,24394.59
14,Movit Styling Gel,162.4,13/04/2024,10,0,1624,1624
28,MAYBELLINE BABY LIPS STRIKE A ROSE (ELECTRO),290,13/04/2024,11,63.8,3190,3126.2
40,L'Oreal Paris Revitalift Day Cream 50Ml,2800.24,14/04/2024,15,0,42003.6,42003.6
28,MAYBELLINE BABY LIPS STRIKE A ROSE (ELECTRO),290,15/04/2024,2,11.6,580,568.4
2,Darling Fluffy Kinky,406,15/04/2024,2,16.24,812,795.76
33,Garnier oil control complete vanishing cream 40 ml,2400.04,15/04/2024,6,288,14400.24,14112.24
8,Radiant Anti-dandruff,92.8,16/04/2024,3,0,278.4,278.4
36,L'Oreal Paris Age Perfect Day Cream 50Ml,9000.44,17/04/2024,15,0,135006.6,135006.6
11,Amara body lotion coco butter,232,17/04/2024,9,41.76,2088,2046.24
22,MAYBELLINE MASTER STROBING STICK NU 200 MEDIUM,1160,18/04/2024,14,324.8,16240,15915.2
6,Baby Love Anti-dandruffs,301.6,18/04/2024,13,0,3920.8,3920.8
21,MAYBELLINE MASTER CHROME METAL HIGHLIGHTER,1082.28,18/04/2024,8,173.16,8658.24,8485.08
19,MAYBELLINE FIT ME CONCEALER 05 IVORY,928,19/04/2024,15,0,13920,13920
41,L'Oreal Paris Pure Clay Detox Mask,6903.16,19/04/2024,3,414.19,20709.48,20295.29
11,Amara body lotion coco butter,232,19/04/2024,17,0,3944,3944
40,L'Oreal Paris Revitalift Day Cream 50Ml,2800.24,20/04/2024,15,840.07,42003.6,41163.53
9,Amara body lotion milk,133.4,21/04/2024,1,0,133.4,133.4
10,Amara body lotion men,232,21/04/2024,9,0,2088,2088
23,MAYBELLINE CRAYON KHOL COLOSSAL KAJAL SMOKY,928,23/04/2024,7,129.92,6496,6366.08
4,Tamasha Dread,324.8,24/04/2024,21,0,6820.8,6820.8
11,Amara body lotion coco butter,232,25/04/2024,24,111.36,5568,5456.64
27,MAYBELLINE BABY LIPS BALM CHERRY ME,290,25/04/2024,17,0,4930,4930
33,Garnier oil control complete vanishing cream 40 ml,2400.04,26/04/2024,25,0,60001,60001
6,Baby Love Anti-dandruffs,301.6,26/04/2024,13,78.42,3920.8,3842.38
10,Amara body lotion men,232,29/04/2024,17,78.88,3944,3865.12
17,MAYBELLINE FIT ME POWDER 330 TOFFEE ,1082.28,29/04/2024,18,389.62,19481.04,19091.42
20,MAYBELLINE FIT ME CONCEALER 30 CAFE,928,30/04/2024,4,74.24,3712,3637.76
25,MAYBELLINE LASH SENSATIONAL MASCARA,928,30/04/2024,18,334.08,16704,16369.92
23,MAYBELLINE CRAYON KHOL COLOSSAL KAJAL SMOKY,928,30/04/2024,6,0,5568,5568
9,Amara body lotion milk,133.4,30/04/2024,21,0,2801.4,2801.4
