sku,product_name,selling_price,selling_date,quantity,discount_amount,total,net
16,MAYBELLINE FIT ME MATTE AND PORELESS FOUNDATION,1255.4448,10/08/2025,18,0.0,22598.01,22598.01
41,L'Oreal Paris Pure Clay Detox Mask,8007.6656,09/08/2025,17,2722.61,136130.32,133407.71
28,MAYBELLINE BABY LIPS STRIKE A ROSE (ELECTRO),336.4,12/08/2025,10,67.28,3364.0,3296.72
15,MAYBELLINE DREAM MATTE MOUSSE HAZELNUT,1345.6,10/08/2025,13,0.0,17492.8,17492.8
15,MAYBELLINE DREAM MATTE MOUSSE HAZELNUT,1345.6,02/08/2025,8,0.0,10764.8,10764.8
13,Movit Curl Gel,255.664,21/08/2025,8,40.91,2045.31,2004.4
14,Movit Styling Gel,188.384,06/08/2025,12,0.0,2260.61,2260.61
23,MAYBELLINE CRAYON KHOL COLOSSAL KAJAL SMOKY,1076.48,24/08/2025,9,0.0,9688.32,9688.32
16,MAYBELLINE FIT ME MATTE AND PORELESS FOUNDATION,1255.4448,07/08/2025,20,502.18,25108.9,24606.72
37,L'Oreal Paris Age Perfect Eye Cream 15Ml,1391.3504,13/08/2025,15,417.41,20870.26,20452.85
6,Baby Love Anti-dandruffs,349.856,25/08/2025,22,153.94,7696.83,7542.89
18,MAYBELLINE FIT ME POWDER 340 CAPPUCCINO ,1255.4448,03/08/2025,7,175.76,8788.11,8612.35
20,MAYBELLINE FIT ME CONCEALER 30 CAFE,1076.48,28/08/2025,20,0.0,21529.6,21529.6
16,MAYBELLINE FIT ME MATTE AND PORELESS FOUNDATION,1255.4448,10/08/2025,20,0.0,25108.9,25108.9
36,L'Oreal Paris Age Perfect Day Cream 50Ml,10440.5104,10/08/2025,13,0.0,135726.64,135726.64
15,MAYBELLINE DREAM MATTE MOUSSE HAZELNUT,1345.6,09/08/2025,1,26.91,1345.6,1318.69
41,L'Oreal Paris Pure Clay Detox Mask,8007.6656,27/08/2025,4,0.0,32030.66,32030.66
18,MAYBELLINE FIT ME POWDER 340 CAPPUCCINO ,1255.4448,23/08/2025,14,351.52,17576.23,17224.71
38,L'Oreal Paris Age Perfect Night Cream 50Ml,1391.3504,10/08/2025,24,667.85,33392.41,32724.56
15,MAYBELLINE DREAM MATTE MOUSSE HAZELNUT,1345.6,04/08/2025,12,0.0,16147.2,16147.2
27,MAYBELLINE BABY LIPS BALM CHERRY ME,336.4,05/08/2025,21,141.29,7064.4,6923.11
11,Amara body lotion coco butter,269.12,26/08/2025,10,0.0,2691.2,2691.2
15,MAYBELLINE DREAM MATTE MOUSSE HAZELNUT,1345.6,16/08/2025,17,0.0,22875.2,22875.2
36,L'Oreal Paris Age Perfect Day Cream 50Ml,10440.5104,22/08/2025,3,0.0,31321.53,31321.53
22,MAYBELLINE MASTER STROBING STICK NU 200 MEDIUM,1345.6,24/08/2025,18,484.42,24220.8,23736.38
2,Darling Fluffy Kinky,470.96,10/08/2025,1,0.0,470.96,470.96
30,MAYBELLINE COLOR SENSATIONAL VIVID HOT LACQUER 70 SO HOT,1345.6,21/08/2025,24,645.89,32294.4,31648.51
