sku,product_name,selling_price,selling_date,quantity,discount_amount,total,net
7,Bamsi Hair fertilizer,67.28,18/01/2025,19,25.57,1278.32,1252.75
4,Tamasha Dread,376.768,19/01/2025,12,90.42,4521.22,4430.8
31,Garnier Even & Matte Soft Smoothing Toner 125 Ml,1412.88,04/01/2025,15,0.0,21193.2,21193.2
18,MAYBELLINE FIT ME POWDER 340 CAPPUCCINO ,1255.4448,17/01/2025,13,326.42,16320.78,15994.36
22,MAYBELLINE MASTER STROBING STICK NU 200 MEDIUM,1345.6,13/01/2025,1,0.0,1345.6,1345.6
6,Baby Love Anti-dandruffs,349.856,15/01/2025,14,0.0,4897.98,4897.98
36,L'Oreal Paris Age Perfect Day Cream 50Ml,10440.5104,27/01/2025,24,5011.44,250572.25,245560.81
41,L'Oreal Paris Pure Clay Detox Mask,8007.6656,04/01/2025,5,0.0,40038.33,40038.33
38,L'Oreal Paris Age Perfect Night Cream 50Ml,1391.3504,09/01/2025,21,584.37,29218.36,28633.99
40,L'Oreal Paris Revitalift Day Cream 50Ml,3248.2784,07/01/2025,9,584.69,29234.51,28649.82
1,Angels Avis Long,94.192,17/01/2025,13,0.0,1224.5,1224.5
18,MAYBELLINE FIT ME POWDER 340 CAPPUCCINO ,1255.4448,30/01/2025,1,25.11,1255.44,1230.33
18,MAYBELLINE FIT ME POWDER 340 CAPPUCCINO ,1255.4448,18/01/2025,15,0.0,18831.67,18831.67
23,MAYBELLINE CRAYON KHOL COLOSSAL KAJAL SMOKY,1076.48,09/01/2025,20,0.0,21529.6,21529.6
1,Angels Avis Long,94.192,08/01/2025,24,0.0,2260.61,2260.61
10,Amara body lotion men,269.12,06/01/2025,4,21.53,1076.48,1054.95
6,Baby Love Anti-dandruffs,349.856,03/01/2025,19,132.95,6647.26,6514.31
32,Garnier Micellar Cleansing Water 400 Ml,2623.92,28/01/2025,21,0.0,55102.32,55102.32
15,MAYBELLINE DREAM MATTE MOUSSE HAZELNUT,1345.6,26/01/2025,22,0.0,29603.2,29603.2
40,L'Oreal Paris Revitalift Day Cream 50Ml,3248.2784,17/01/2025,10,0.0,32482.78,32482.78
15,MAYBELLINE DREAM MATTE MOUSSE HAZELNUT,1345.6,27/01/2025,23,0.0,30948.8,30948.8
35,Garnier ven & matte soft smoothing 125 ml,454.8128,08/01/2025,3,27.29,1364.44,1337.15
1,Angels Avis Long,94.192,15/01/2025,10,18.84,941.92,923.08
3,Angels Natural Locs,740.08,04/01/2025,9,133.21,6660.72,6527.51
7,Bamsi Hair fertilizer,67.28,03/01/2025,2,2.69,134.56,131.87
17,MAYBELLINE FIT ME POWDER 330 TOFFEE ,1255.4448,12/01/2025,1,25.11,1255.44,1230.33
38,L'Oreal Paris Age Perfect Night Cream 50Ml,1391.3504,02/01/2025,20,556.54,27827.01,27270.47
26,MAYBELLINE VOLUME EXPRESS MASCARA BLACK,1345.6,16/01/2025,18,0.0,24220.8,24220.8
41,L'Oreal Paris Pure Clay Detox Mask,8007.6656,05/01/2025,20,3203.07,160153.31,156950.24
10,Amara body lotion men,269.12,01/01/2025,8,0.0,2152.96,2152.96
27,MAYBELLINE BABY LIPS BALM CHERRY ME,336.4,23/01/2025,20,0.0,6728.0,6728.0
33,Garnier oil control complete vanishing cream 40 ml,2784.0464,18/01/2025,20,0.0,55680.93,55680.93
1,Angels Avis Long,94.192,27/01/2025,12,22.61,1130.3,1107.69
31,Garnier Even & Matte Soft Smoothing Toner 125 Ml,1412.88,10/01/2025,19,536.89,26844.72,26307.83
18,MAYBELLINE FIT ME POWDER 340 CAPPUCCINO ,1255.4448,13/01/2025,18,0.0,22598.01,22598.01
22,MAYBELLINE MASTER STROBING STICK NU 200 MEDIUM,1345.6,20/01/2025,23,618.98,30948.8,30329.82
22,MAYBELLINE MASTER STROBING STICK NU 200 MEDIUM,1345.6,17/01/2025,17,457.5,22875.2,22417.7
13,Movit Curl Gel,255.664,28/01/2025,16,0.0,4090.62,4090.62
30,MAYBELLINE COLOR SENSATIONAL VIVID HOT LACQUER 70 SO HOT,1345.6,19/01/2025,10,269.12,13456.0,13186.88
40,L'Oreal Paris Revitalift Day Cream 50Ml,3248.2784,10/01/2025,14,909.52,45475.9,44566.38
10,Amara body lotion men,269.12,05/01/2025,24,129.18,6458.88,6329.7
2,Darling Fluffy Kinky,470.96,30/01/2025,12,0.0,5651.52,5651.52
7,Bamsi Hair fertilizer,67.28,09/01/2025,7,9.42,470.96,461.54
1,Angels Avis Long,94.192,25/01/2025,25,47.1,2354.8,2307.7
7,Bamsi Hair fertilizer,67.28,28/01/2025,16,0.0,1076.48,1076.48
4,Tamasha Dread,376.768,04/01/2025,13,0.0,4897.98,4897.98
4,Tamasha Dread,376.768,30/01/2025,21,158.24,7912.13,7753.89
27,MAYBELLINE BABY LIPS BALM CHERRY ME,336.4,21/01/2025,20,134.56,6728.0,6593.44
26,MAYBELLINE VOLUME EXPRESS MASCARA BLACK,1345.6,06/01/2025,6,161.47,8073.6,7912.13
16,MAYBELLINE FIT ME MATTE AND PORELESS FOUNDATION,1255.4448,23/01/2025,3,75.33,3766.33,3691.0
